ID_CommunityIdentity;ID_CommunityIdentityConnectedTo;ID_CommunityConnectionType
229790;227704;1
229790;235438;1
229790;235500;1
229790;239017;1
229790;242249;1
229790;245901;1
229790;276006;1
229790;499614;1
229790;502479;1
229790;511521;1
229790;512724;1
229790;513763;1
229790;514596;1
229790;515805;1
229790;516622;1
229790;518336;1
229790;519657;1
229790;521718;1
229790;524076;1
229790;526413;1
229790;530087;1
229790;531468;1
229790;536867;1
229790;537105;1
229790;544987;1
229790;545815;1
229790;548225;1
229790;548558;1
229790;549835;1
229790;550260;1
229790;550969;1
229790;554327;1
229790;557800;1
229790;558008;1
229790;561093;1
229790;565184;1
229790;570388;1
229790;574565;1
229790;576021;1
229790;581210;1
229790;582531;1
229790;601376;1
229790;603936;1
229790;630122;1
229790;632037;1
229790;632934;1
229790;652091;1
229790;654383;1
229790;655153;1
229790;665847;1
229790;673428;1
229790;675001;1
229790;679753;1
229790;685571;1
229790;686050;1
229790;686463;1
229790;689983;1
229790;690730;1
229790;693094;1
229790;693562;1
153396;153396;1
158142;158142;1
159214;15472;2
159214;510789;1
160041;105967;1
160041;160041;1
160041;549143;1
160041;566938;1
160041;651302;1
165889;165889;1
172041;519657;1
172105;37249;1
172105;506596;1
172105;530402;1
172316;41794;2
172316;94667;2
172316;97730;2
172316;107515;2
172316;206719;2
172316;213679;2
172316;528013;2
172316;550723;2
172316;586587;2
174054;109020;1
175158;585693;1
175158;586763;1
175158;686242;1
175792;23757;1
175792;244543;1
175792;603868;1
178264;128699;1
179502;635544;1
179838;559908;2
180504;180504;1
180874;509054;1
180874;534149;1
181299;169493;2
181299;181299;1
182676;80342;1
182676;182676;1
182676;501035;1
183405;4894;1
183405;18799;1
183405;183405;1
183546;183546;1
183546;245839;1
183546;506316;1
184943;118025;1
184943;504517;1
188283;472;2
188283;5487;2
188283;21645;2
188283;38837;2
188283;41321;2
188283;55197;2
188283;72114;2
188283;75194;2
188283;152968;2
188283;166127;2
188283;187726;2
188283;190900;2
188283;212394;2
188283;227468;2
188283;499995;2
188283;535369;2
188283;541297;2
188283;547777;2
191961;534185;1
199924;37249;1
199924;516568;1
205065;106742;1
205606;69697;1
205606;184943;1
205842;14421;1
205842;31351;1
205842;36254;1
205842;41961;1
205842;47029;1
205842;49559;1
205842;50002;1
205842;50710;1
205842;77429;1
205842;96942;1
205842;101796;1
205842;106533;1
205842;150735;1
205842;164362;1
205842;172800;1
205842;177792;1
205842;196011;1
205842;204447;1
205842;205842;1
205842;207112;1
205842;213773;1
205842;220137;1
205842;224367;1
205842;225574;1
205842;235720;1
205842;237928;1
205842;240312;1
205842;247074;1
205842;499389;1
205842;499669;1
205842;505138;1
205842;506316;1
205842;508593;1
205842;521718;1
205842;526970;1
205842;527972;1
205842;531158;1
205842;531641;1
205842;531954;1
205842;535033;1
205842;537267;1
205842;548225;1
205842;555604;1
205842;556697;1
205842;558104;1
205842;567692;1
205842;581663;1
205842;600903;1
205842;632037;1
205842;640257;1
205842;652091;1
205842;670321;1
205976;205976;1
205976;670102;2
207112;932;1
207112;4082;1
207112;4551;1
207112;14647;1
207112;16074;1
207112;18764;1
207112;26373;1
207112;29181;1
207112;30731;1
207112;31351;1
207112;31954;1
207112;34243;1
207112;35334;1
207112;36254;1
207112;37611;1
207112;38190;1
207112;38584;1
207112;42982;1
207112;44891;1
207112;45892;1
207112;49559;1
207112;50384;1
207112;51570;1
207112;55887;1
207112;63810;1
207112;63916;1
207112;65490;1
207112;71691;1
207112;94033;1
207112;97004;1
207112;102543;1
207112;105566;1
207112;107337;1
207112;114148;1
207112;116320;1
207112;116864;1
207112;127700;1
207112;128078;1
207112;130491;1
207112;130677;1
207112;131606;1
207112;132368;1
207112;144642;1
207112;150065;1
207112;150832;1
207112;159789;1
207112;159867;1
207112;160247;1
207112;161365;1
207112;162728;1
207112;165535;1
207112;167183;1
207112;168092;1
207112;168714;1
207112;172325;1
207112;182809;1
207112;182876;1
207112;189316;1
207112;191867;1
207112;191957;1
207112;192986;1
207112;200451;1
207112;205839;1
207112;205842;1
207112;207746;1
207112;214341;1
207112;224003;1
207112;224086;1
207112;234504;1
207112;244017;1
207112;245901;1
207112;247491;1
207112;249578;1
207112;313287;1
207112;340448;1
207112;499315;1
207112;499999;1
79444;602252;1
79444;602824;2
79444;603806;1
79444;604831;1
79444;605165;1
79444;606156;1
79444;606523;1
79444;608069;1
79444;629352;1
79444;632025;1
79444;633485;2
79444;635445;2
79444;652039;1
79444;669110;1
79444;669276;1
79444;669570;2
79444;670102;2
79444;671203;1
79444;671398;2
79444;673838;1
79444;678541;1
79444;679916;2
79444;681582;1
79971;79971;1
80341;37249;1
80341;200565;1
86598;586590;1
88093;17135;1
88093;49945;1
88093;118056;1
88093;167449;1
88093;192297;1
88093;329399;1
88093;519657;1
88093;589603;2
88504;11076;1
88504;96418;1
88504;109512;1
88504;111022;1
88504;120885;1
88504;171617;1
88504;190891;1
92005;20552;1
92005;37401;1
92005;47029;1
92005;92005;1
92005;116864;1
92005;144642;1
92005;155433;1
92005;161881;1
92005;176252;1
92005;192986;1
92005;204890;1
92005;239841;1
92005;547417;1
99861;13390;1
99861;99861;1
99861;167449;1
99861;207324;1
99861;238640;1
101799;528013;2
101799;548147;2
102810;544504;1
105050;166203;1
105050;172527;1
105050;561942;1
107047;37249;1
107047;109763;1
108090;45168;1
115410;508334;1
116005;44582;1
116005;55475;1
116314;71831;1
116314;631366;1
118316;20552;1
118316;118316;1
118316;186624;1
118316;207765;1
119281;183344;1
119281;683788;2
119288;119288;1
119288;544325;1
122319;553260;1
122319;651779;1
128210;9074;1
128210;548147;2
128814;37249;1
128814;72114;1
128814;131910;1
128814;144582;1
128814;164877;1
128814;175621;1
128814;188283;1
128814;196753;1
128814;503395;1
128814;638929;1
128814;639830;1
132792;132792;1
134489;174067;2
134489;525213;2
134489;572871;2
134489;600389;2
134489;602824;2
134489;686279;2
134864;134864;1
136257;38080;2
136257;500998;2
140505;561082;2
143084;161019;1
143084;167646;2
143084;566287;1
143277;37249;1
143277;143277;1
143277;182045;1
143277;686487;1
150129;150129;1
155522;562761;1
158360;23214;1
158360;28392;1
158360;38190;1
158360;53860;1
158360;57310;1
158360;84149;1
158360;88504;1
158360;101380;1
158360;137274;1
158360;137328;1
158360;175951;1
158360;188283;1
158360;207299;1
158360;216566;1
158360;220003;1
158360;507447;1
158360;523951;1
158360;566208;1
158360;602681;1
159023;159023;1
159789;18563;1
159789;32966;1
159789;48878;1
159789;78369;1
159789;94033;1
159789;105454;1
159789;144642;1
159789;178309;1
159789;192986;1
159789;207112;1
159789;214794;1
159789;244017;1
159789;499443;1
159789;525349;1
162131;214794;1
162131;513763;1
162372;76874;1
162372;183638;1
162372;236360;1
162967;36254;1
162967;37346;1
162967;44891;1
162967;63493;1
162967;66584;1
162967;81447;1
162967;99869;1
162967;119006;1
162967;141153;1
162967;144642;1
162967;154099;1
162967;191238;1
162967;194709;1
162967;205069;1
162967;206852;1
162967;218450;1
162967;235438;1
162967;276006;1
162967;499775;1
162967;514596;1
162967;521718;1
162967;526413;1
162967;531468;1
162967;536867;1
162967;541654;1
162967;550260;1
162967;550969;1
162967;582531;1
162967;654316;1
162967;655153;1
162967;685571;1
162967;689849;1
163367;538294;1
163367;543742;1
163367;584344;2
164914;182639;1
165246;7733;1
165246;31534;1
165246;35038;1
165246;37249;1
165246;155555;1
165246;220331;1
167277;10992;2
167277;11848;1
167277;20373;2
167277;20882;2
167277;21195;2
167277;31534;1
58600;30223;1
58600;218327;1
58600;519657;1
58600;530062;1
58600;606166;1
58903;58903;1
62493;87685;2
62493;584823;2
64952;35038;1
64952;101380;1
65133;153694;1
65133;165538;1
65133;230094;1
66687;105651;1
69463;13770;1
69463;51443;1
69463;69463;1
69463;245901;1
69463;246490;1
69463;247303;1
69463;499659;1
69463;603821;1
71285;566570;2
79173;79173;1
84554;21915;1
84554;22072;1
84554;195994;1
84554;204890;1
84554;205842;1
84554;509724;1
84554;545891;1
84554;638805;1
86261;37249;1
88548;2968;1
88548;8062;1
88548;20180;1
88548;34243;1
88548;35334;1
88548;37249;1
88548;43235;1
88548;44756;1
88548;46793;1
88548;47029;1
88548;48044;1
88548;61486;1
88548;81464;1
88548;82117;1
88548;83518;1
88548;92005;1
88548;130303;1
88548;151559;1
88548;153029;1
88548;161881;1
88548;183504;1
88548;207112;1
88548;233762;1
88548;499873;1
88548;500334;1
88548;500460;1
88548;509166;1
88548;514664;1
88548;534163;1
88548;539686;1
88548;589369;1
88548;629352;1
88548;654956;1
88548;678541;1
88548;686372;1
92009;686279;2
92010;72580;1
92542;558624;1
94450;94450;1
94717;94717;1
95650;60845;1
95650;502658;2
97004;2968;1
97004;5002;1
97004;13770;1
97004;30195;1
97004;37346;1
97004;37401;1
97004;37541;1
97004;43869;1
97004;63226;1
97004;68961;1
97004;75271;1
97004;76577;1
97004;94033;1
97004;115878;1
97004;131910;1
97004;144386;1
97004;158994;1
97004;176252;1
97004;179128;1
97004;183395;1
97004;192986;1
97004;193005;1
97004;204419;1
97004;204531;1
97004;204890;1
97004;207112;1
97004;214794;1
97004;223409;1
97004;230083;1
97004;236690;1
97004;237928;1
97004;239841;1
97004;246651;1
97004;248515;1
97004;298683;1
97004;328852;1
97004;500536;1
97004;501015;1
97004;504384;1
97004;513141;1
97004;530220;1
97004;535503;1
97004;552163;1
97004;564450;1
97004;567199;1
97004;600937;1
97004;603764;1
97004;607903;1
97004;629763;1
97004;655569;1
97004;689497;1
97039;502980;2
97039;559479;2
103223;103223;1
104110;104110;1
105982;509724;1
107886;10871;1
107886;20915;1
107886;37249;1
107886;55197;1
107886;94662;1
107886;103217;1
107886;185084;1
107886;219450;1
107886;224796;1
107886;502294;1
107886;534031;1
107886;542747;1
107886;547821;1
107886;577078;1
107886;586587;1
110343;536697;1
113451;81978;1
113451;87607;1
113451;106441;1
113451;113451;1
113451;124552;1
113451;142828;1
113451;194601;1
113451;208564;1
113451;218274;1
113451;237636;1
113451;518913;1
113451;527635;1
113451;535380;1
113451;549835;1
113451;555732;1
113451;567997;1
113451;572366;1
113451;583428;1
113451;584961;1
113451;585577;1
113451;600331;1
113451;606494;1
113451;629796;1
113451;631657;1
113451;634042;1
113451;672162;1
113451;681933;1
118399;606522;1
126451;247559;1
126502;122701;1
128142;8850;1
128142;240292;1
128142;608649;1
129760;20447;1
129760;31411;1
129760;72580;1
129760;92007;1
129760;107583;1
129760;116864;1
129760;160247;1
129760;166653;1
129760;168570;1
129760;177819;1
129760;191281;1
129760;192297;1
129760;499856;1
129760;514403;1
129760;514525;1
130263;37249;2
130632;130632;1
132368;28135;2
132368;44420;2
132368;76961;2
132368;171404;2
132368;182045;2
132368;183933;2
132368;201114;2
38584;567381;1
38584;568392;1
38584;572366;1
38584;577579;1
38584;579607;1
38584;580107;1
38584;602441;1
38584;630398;1
38584;631021;1
38584;637325;1
38584;638756;1
38584;640062;1
38584;654383;1
38584;654484;1
38584;669163;1
38584;674652;1
38584;676264;1
38584;678196;1
38584;681157;1
38584;683176;1
38584;685635;1
38584;685713;1
38584;686649;1
38584;690638;1
38584;690878;1
38584;691524;1
39852;4894;1
39852;503692;1
40145;538764;1
40881;525222;2
43319;86840;2
43319;337826;2
43319;501657;2
43319;551362;2
44330;203319;1
44330;238163;1
45168;45168;1
45168;73704;1
45168;128808;1
45168;150217;1
45168;190950;1
45168;203366;1
45168;217277;1
45168;500216;1
45168;503928;1
45168;519657;1
45168;548864;1
45168;552214;1
48410;48410;1
48410;155434;1
48410;161251;1
48410;230058;1
48410;505138;1
48410;516259;1
48410;539934;1
48410;575357;1
48410;577560;1
51207;37249;1
51207;119666;1
54519;37249;1
54519;73833;1
54519;85727;1
54519;97055;1
54519;153870;1
54519;210158;1
54519;519657;1
54519;537471;2
54519;554884;1
54519;569360;1
54519;579040;1
54519;588111;1
54519;603868;1
57300;132209;1
57300;137950;1
57300;499669;1
57300;521175;1
57393;57393;1
62037;62037;1
62037;217277;1
62037;519657;1
62037;539631;1
62037;548127;1
62037;586418;1
62037;679753;1
62082;626;1
62082;6334;1
62082;18537;1
62082;58228;1
62082;96494;1
62082;131910;1
62082;169070;1
62082;172800;1
62082;189481;1
62082;226527;1
62082;231143;1
62082;242593;1
62082;503928;1
68791;26373;1
68791;47017;1
68791;56715;1
68791;61486;1
68791;94524;1
68791;103513;1
68791;107047;1
68791;153870;1
68791;189987;1
68791;191238;1
68791;193574;1
68791;215275;1
68791;230276;1
68791;500172;1
68791;507314;1
68791;517625;1
68791;526006;2
68791;562008;1
68791;568178;1
68791;573201;1
68791;575645;1
68791;583505;1
68791;607908;1
68791;636958;1
68791;666502;1
68791;670861;1
68791;672498;1
73746;7715;1
74239;1277;1
74239;4640;1
74239;12636;1
74239;14421;1
74239;16133;1
74239;20257;1
74239;21663;1
74239;25428;1
74239;25786;1
74239;26373;1
74239;28671;1
74239;29118;1
74239;32442;1
74239;37181;1
74239;37249;1
74239;37346;1
74239;38394;1
74239;40486;1
74239;41522;1
74239;42730;1
74239;47029;1
74239;48878;1
74239;49077;1
74239;50713;1
74239;51315;1
74239;51443;1
74239;56618;1
74239;57450;1
74239;58194;1
74239;64403;1
74239;71219;1
74239;84707;1
74239;84733;1
74239;84781;1
74239;85349;1
74239;87626;1
74239;91348;1
74239;91910;1
74239;94788;1
74239;94855;1
74239;97063;1
74239;103996;1
74239;114705;1
74239;116452;1
74239;120126;1
74239;124552;1
74239;132049;1
74239;132974;1
74239;134112;1
74239;135555;1
74239;137950;1
74239;143004;1
74239;153601;1
74239;153694;1
74239;159728;1
74239;160100;1
74239;169070;1
74239;172688;1
74239;176814;1
74239;178936;1
74239;182809;1
74239;183395;1
74239;188562;1
74239;199480;1
74239;203257;1
74239;203598;1
74239;206423;1
74239;214794;1
74239;221444;1
74239;225961;1
74239;227776;1
74239;228466;1
74239;230496;1
74239;230772;1
74239;230857;1
74239;233095;1
74239;233790;1
74239;236552;1
74239;238163;1
182639;7652;1
182639;37402;1
182639;63283;1
182639;164914;1
182639;182639;1
182639;208655;1
182639;536522;1
182639;577993;1
182876;207112;1
182876;564210;1
182876;572366;1
182876;631021;1
182876;633485;1
185180;62087;1
185180;504989;1
188037;603984;1
189209;95155;1
189209;240312;1
190209;34901;1
190209;95948;1
190209;109735;1
190209;186624;1
190209;190209;1
190209;225521;1
190209;239841;1
190209;499315;1
190209;519657;1
190209;524559;1
190209;565389;1
190209;603391;1
190209;639504;1
191331;1372;1
192485;59242;1
192485;120237;1
192485;155072;1
192485;551954;1
192485;565909;1
192485;568263;2
192485;635467;1
192717;2968;2
192717;10518;2
192717;35391;2
192717;41961;2
192717;97319;2
192717;100744;2
192717;116028;2
192717;119887;2
192717;163842;2
192717;176534;1
192717;191336;1
192717;208499;2
192717;225697;1
192717;248209;1
192717;499212;2
192717;500019;2
192717;528564;1
192717;536872;2
192717;550436;2
192717;565433;2
192717;569502;1
192717;573201;2
192717;575802;2
192717;576611;2
192717;578323;2
192717;587250;2
192717;589970;2
192717;601840;2
192717;603984;2
192717;630366;2
192717;636132;2
192717;636595;2
192717;651371;2
192717;666096;2
192717;669800;2
192717;671037;2
192717;671476;2
192717;672461;2
192717;673389;2
192717;682753;2
192717;686669;2
192717;686674;2
192717;689742;2
192717;691996;2
192717;692935;2
195393;195393;1
196008;549835;1
196011;26373;1
196011;49787;1
196011;196011;1
196011;205842;1
196011;223325;1
196011;230058;1
196011;504549;1
196011;556432;2
196011;568005;1
196011;601885;1
196011;606165;1
196011;638906;1
196998;196998;1
196998;639049;1
197415;197415;1
197565;213679;2
197565;602824;2
201360;561093;2
203913;26385;1
203913;45251;1
203913;243534;1
203913;502721;1
203913;519657;1
203999;203999;1
204567;204567;1
204700;37249;1
204700;47029;1
204700;502721;1
204700;519657;1
205336;519657;1
205454;107583;1
205454;197565;1
205454;499641;1
206790;519657;1
207325;107517;2
207325;249578;1
207325;303148;2
207325;528013;2
207325;566315;2
207325;631199;2
207325;635757;1
207844;51098;2
207844;238226;1
208911;208911;1
212187;212187;1
212488;2968;1
212488;4894;1
212488;15305;1
212488;15920;1
212488;18537;1
212488;49006;1
212488;55632;1
212488;60362;1
212488;61520;1
212488;72867;1
212488;75733;1
212488;85358;1
212488;94524;1
212488;94788;1
212488;110257;1
212488;124078;1
212488;144385;1
212488;166127;1
212488;168695;1
212488;175586;1
212488;192259;1
212488;203275;1
212488;207980;1
212488;223076;1
212488;226280;1
212488;230094;1
212488;499212;1
212488;499412;1
212488;499574;1
212488;499613;1
212488;499749;1
212488;501330;1
212488;501644;1
212488;502216;1
212488;503323;1
212488;508347;1
212488;512318;1
212488;526543;1
212488;536427;1
212488;573861;1
212488;582140;1
212488;586524;1
212488;606156;1
212488;607160;1
212488;632610;1
212488;632987;1
212488;634552;1
212488;635350;1
212488;640295;1
212488;671476;1
212488;675310;1
212488;686372;1
212488;691033;1
212956;37402;1
213006;23635;1
213006;207749;1
213006;503346;1
218922;218922;1
225324;222823;1
225324;225324;1
228932;536826;2
231057;231057;1
233765;233765;1
233779;26373;1
233779;52753;1
233779;56273;1
237873;6615;1
237873;190891;1
237873;553225;1
237960;237960;1
238074;2183;2
238074;2968;2
238074;5487;2
28768;526151;1
28768;528013;2
28768;535148;1
28768;535848;2
28768;537232;2
28768;539522;1
28768;540945;2
28768;541665;2
28768;542116;2
28768;545475;1
28768;545673;2
28768;548759;2
28768;549757;1
28768;549835;1
28768;550901;1
28768;553992;2
28768;556536;1
28768;557259;2
28768;558742;1
28768;558827;2
28768;559731;2
28768;561238;2
28768;561620;2
28768;566108;1
28768;566705;2
28768;567195;1
28768;567455;2
28768;567668;2
28768;568005;2
28768;569502;2
28768;574550;2
28768;576629;1
28768;577560;1
28768;577579;1
28768;579532;2
28768;600509;2
28768;604940;1
28768;640073;2
28768;652213;1
28768;674367;1
28918;651674;1
31593;31593;1
31608;54266;1
31608;57450;1
31608;103172;1
31608;166127;1
31608;195750;1
31761;560919;2
31979;676476;1
34901;13915;1
34901;34901;1
34901;190209;1
34901;502867;2
35302;35302;1
35302;48878;1
35302;53014;1
35302;155509;1
35302;503501;1
35302;527635;1
35302;551959;1
35302;677171;1
38263;38383;1
38263;84963;1
38263;144165;1
38378;159867;1
40185;37249;1
40185;73367;1
40185;83730;1
40185;505544;1
40185;512991;1
40185;543994;1
40185;580107;1
40185;636980;1
40185;638654;1
40185;676264;1
41990;211665;1
41990;238163;1
41990;239017;1
44962;44962;1
50010;37249;1
52167;87683;1
52167;150841;1
52700;639861;1
52700;687746;1
57329;555871;2
58869;37249;1
58869;207156;1
58869;499609;1
60187;33976;1
60187;60187;1
60187;230842;1
63799;17611;1
63799;72114;1
63799;100744;1
63799;189623;1
63799;519657;1
63799;548147;1
63799;562313;1
63799;607907;1
63799;639830;1
65436;65436;1
66154;180916;1
66154;654628;1
67908;44420;2
67908;118117;1
67908;519657;1
67908;602824;2
67908;607019;2
69697;184943;1
69766;37263;1
69766;174201;1
70648;70648;1
71401;71401;1
72656;8982;1
75113;636850;2
75113;671398;2
75881;23845;1
75881;37249;1
75881;143951;1
75881;519657;1
75981;605806;1
77536;589361;2
83284;83284;1
89703;13106;1
89703;506459;2
89703;536203;1
89703;556814;1
89703;632898;1
93143;93143;1
93529;93529;1
95637;18799;1
98174;1277;1
98174;524430;1
101049;13028;2
101049;71741;2
101049;211843;2
101049;223313;2
101049;536826;2
104344;503714;2
104443;104443;1
105597;105597;1
105611;26373;1
105611;31534;1
105611;36135;1
105611;37249;1
105611;47046;1
105611;71741;1
105611;119887;1
105611;175586;1
105611;208696;1
105611;219450;1
105611;302559;1
105611;505138;1
105611;519657;1
105611;561082;1
105611;580812;1
105611;589208;1
105611;633546;1
105611;635350;1
105611;686915;1
107184;7350;1
107184;7715;1
107184;10992;1
107184;21004;1
107184;51137;1
107184;51746;1
107184;95155;1
107184;119006;1
107184;138609;1
107184;142788;1
107184;153665;1
107184;499795;1
108020;108020;1
108020;131488;1
108255;108255;1
108269;108269;1
108805;38837;1
109020;60845;1
109020;72867;2
109020;81978;1
109020;106927;1
109020;167646;1
109020;218517;1
109020;506530;1
109020;522648;1
109020;561082;1
109020;563736;1
109020;565783;1
109020;652338;1
109205;109205;1
109205;185950;1
109205;500343;1
119116;119116;1
119298;37346;1
119298;47944;1
119298;55511;1
119298;150745;1
119298;226002;1
119298;236907;1
119298;577339;1
120919;37249;1
120919;672388;1
121391;58600;1
121391;118312;1
45892;172325;1
45892;207112;1
45892;207765;1
45892;239841;1
45892;248304;2
45892;527290;1
45892;570388;2
49000;155869;1
49000;192297;1
49936;25786;1
49936;36135;1
49936;58228;1
49936;69470;1
49936;220759;1
49936;556822;1
50170;150669;1
52591;242593;1
52591;243255;1
52591;605520;1
52591;679753;1
59428;13449;1
59428;59428;1
59428;500637;1
59428;576015;1
61398;61398;1
61398;501584;1
62551;219629;1
73698;6334;1
73698;73698;1
73698;215275;1
73698;539631;1
73698;557854;1
73698;671398;1
75436;25610;1
75487;8647;1
75487;37249;1
75487;49452;1
75487;51098;1
75487;63493;1
75487;66584;1
75487;81473;1
75487;124552;1
75487;124892;1
75487;128078;1
75487;164344;1
75487;206061;1
75487;238629;1
75487;276006;1
75487;499370;1
75487;514110;1
75487;524788;1
75487;681766;1
82141;5487;2
82141;15898;2
82141;24203;2
82141;32213;1
82141;32887;2
82141;37147;2
82141;37708;2
82141;40876;2
82141;41348;2
82141;50299;2
82141;51144;2
82141;69368;2
82141;72114;2
82141;75194;2
82141;75487;2
82141;82141;1
82141;89760;2
82141;93534;2
82141;97004;2
82141;107020;2
82141;107338;2
82141;113321;2
82141;116066;2
82141;123209;2
82141;130135;2
82141;135214;2
82141;150839;2
82141;154069;2
82141;163585;2
82141;165288;2
82141;170067;2
82141;172527;2
82141;174925;2
82141;183405;2
82141;185084;2
82141;187726;2
82141;189074;2
82141;189719;2
82141;190900;2
82141;196753;2
82141;204199;2
82141;205839;2
82141;206596;2
82141;206719;2
82141;215382;2
82141;223840;2
82141;226524;2
82141;239194;2
82141;499995;2
82141;500154;2
82141;500184;2
82141;500445;2
82141;500461;2
82141;500959;2
82141;503880;2
82141;505384;2
82141;506702;2
82141;523362;2
82141;524528;2
82141;526003;2
82141;526391;2
82141;527187;2
82141;527997;2
82141;530731;2
82141;531158;2
82141;534149;2
82141;535369;2
82141;539144;2
82141;544506;2
82141;547777;2
82141;554327;2
82141;634228;2
82141;672544;2
85751;149038;1
85751;602748;1
86453;86453;1
90980;8199;2
94022;528013;2
94509;36135;1
94509;188949;2
94522;142828;1
94522;683533;1
96998;97532;1
96998;196693;1
96998;223109;1
96998;242686;1
96998;506681;1
96998;538958;1
96998;563170;1
96998;589777;1
96998;668321;1
96998;681610;1
98468;69613;1
98570;18537;2
98570;158266;1
99355;37249;1
99355;102005;1
99436;626;1
99436;31503;1
99436;44221;1
99436;72755;2
99436;91850;2
99436;134517;1
99436;162659;1
99436;167201;1
99436;170067;2
99436;200403;2
99436;217052;1
99436;218450;1
99436;233356;1
99436;505453;1
99436;525169;1
99436;567696;1
99436;568263;2
99436;574677;2
101042;48878;1
101042;192344;1
101042;210024;1
101042;211649;1
101042;231347;1
101042;604364;1
107041;107041;1
107041;195974;1
107041;198314;1
108362;59327;1
108362;70720;1
108362;631608;1
110198;29118;1
110198;159143;1
114929;31984;1
114929;119887;1
114929;126093;1
114929;132209;1
114929;144165;1
114929;217212;1
114929;222419;1
114929;230058;1
114929;236360;1
114929;516802;1
114929;524311;1
114929;535882;1
114929;571425;1
114929;575749;1
114929;600628;1
114929;604506;1
114929;634783;1
114929;686372;1
115312;587195;1
117605;117605;1
118056;4894;1
118056;18562;1
118056;26373;1
239017;171380;2
239017;219782;1
239017;220003;2
239017;228815;1
239017;229790;1
239017;246651;1
239017;508080;1
239017;518647;2
239017;553917;2
239017;603868;2
239549;154264;1
239635;13770;1
239635;14421;1
239635;36135;1
239635;53014;1
239635;59327;1
239635;70977;1
239635;89440;1
239635;104470;1
239635;105566;1
239635;108019;1
239635;108656;1
239635;149038;1
239635;214794;1
239635;224497;1
239635;227766;1
239635;230496;1
239635;232992;1
239635;499569;1
239635;502721;1
239635;511521;1
239635;512991;1
239635;519657;1
239635;527589;1
239635;541646;1
239635;549143;1
239635;558915;1
239635;568564;1
239635;574565;1
239635;629763;1
239635;629831;1
239635;632699;1
239635;634042;1
239635;635652;1
239635;651172;1
239635;675909;1
239635;677136;1
239635;686051;1
239635;686242;1
240778;21663;2
240778;23575;2
240778;30980;1
240778;34170;2
240778;35391;1
240778;53014;1
240778;53649;2
240778;72354;2
240778;74331;2
240778;84793;2
240778;86781;2
240778;101692;1
240778;119701;2
240778;124253;2
240778;126369;1
240778;130491;2
240778;131910;1
240778;140297;2
240778;178649;1
240778;183548;1
240778;204890;1
240778;208600;1
240778;232265;1
240778;240558;1
240778;500024;2
240778;501454;2
240778;502721;1
240778;503183;1
240778;507488;2
240778;512097;2
240778;515863;1
240778;519657;1
240778;535915;2
240778;547647;2
240778;548127;1
240778;553086;2
240778;563553;2
240778;601423;1
240778;675977;1
240778;689742;1
244690;20373;1
244690;53322;1
244690;121412;2
244690;185403;1
244690;500728;1
244690;502577;1
284430;574779;1
499572;30760;1
499572;142404;2
500497;128547;1
500497;500497;1
500726;33482;1
500776;37249;1
500826;4093;2
500826;182564;1
500826;530220;1
500901;36135;2
500901;677538;1
501015;1782;1
501015;4112;2
501015;5381;1
501015;8227;1
501015;8397;1
501015;11810;2
501015;13062;1
501015;13449;1
501015;13770;1
501015;18537;1
501015;20769;1
501015;23048;1
501015;23661;1
501015;26373;1
501015;26534;1
501015;27353;1
501015;27534;1
501015;28392;1
501015;29262;1
501015;32415;1
501015;35391;1
501015;35912;1
501015;38650;1
501015;40467;1
501015;41961;1
501015;44670;2
501015;53014;1
501015;53014;2
501015;56966;1
501015;57783;1
501015;72846;1
501015;78369;2
501015;85349;1
501015;87841;1
501015;89253;1
501015;89960;1
501015;97004;1
501015;99242;1
501015;100744;1
501015;104258;1
501015;104527;1
501015;105264;1
501015;105718;1
501015;119887;1
501015;120015;1
501015;131910;1
501015;137790;1
501015;138215;1
501015;142828;1
501015;143364;2
501015;152747;1
501015;155221;1
501015;159074;1
501015;161881;1
501015;167106;1
501015;167646;1
501015;168449;1
501015;176334;2
501015;184071;1
501015;190213;1
501015;190254;1
501015;194875;1
501015;196039;1
501015;197033;1
501015;203275;1
501015;204447;1
501015;207980;1
501015;209292;1
501015;212259;1
501015;212488;1
501015;217640;1
501015;222933;1
501015;224497;1
501015;224825;1
501015;227346;1
501015;230689;1
501015;233514;1
501015;233661;1
501015;236360;1
501015;244486;1
501015;244694;1
501015;245130;2
501015;245243;2
501015;247098;1
501015;298252;1
501015;313287;1
501015;324635;1
501015;499280;1
501015;499292;1
501015;499399;1
501015;499613;1
501015;499700;2
501015;500184;2
501015;500200;1
501015;500699;2
501015;500819;1
501015;500861;1
167449;72337;1
167449;72948;1
167449;73964;1
167449;76174;2
167449;81978;1
167449;82663;2
167449;85349;1
167449;86351;2
167449;86839;1
167449;87683;1
167449;88093;1
167449;90394;1
167449;91850;1
167449;94033;1
167449;94855;1
167449;97848;2
167449;98046;1
167449;100056;1
167449;106792;1
167449;107338;2
167449;109133;1
167449;115441;2
167449;116593;2
167449;126435;2
167449;130254;1
167449;130633;1
167449;131910;1
167449;135389;1
167449;143279;1
167449;144208;2
167449;145219;1
167449;150072;1
167449;150739;2
167449;150745;1
167449;150963;1
167449;151819;2
167449;158488;1
167449;159417;1
167449;159918;1
167449;162808;1
167449;162815;2
167449;162967;1
167449;164877;1
167449;165456;1
167449;165459;2
167449;166884;1
167449;167449;1
167449;167679;1
167449;169070;1
167449;175621;1
167449;178936;1
167449;179325;1
167449;179667;1
