:START_ID,:END_ID
u12636,u506944
u12636,u519657
u12636,u554399
u12636,u655569
u16030,u4894
u16030,u64256
u16030,u227578
u16030,u543453
u16030,u655655
u20799,u554822
u20799,u563736
u20799,u679247
u21010,u21010
u22414,u32175
u22414,u59413
u22414,u183504
u22414,u238163
u22414,u513631
u27058,u41539
u27058,u542798
u31570,u31570
u31588,u538574
u37061,u37061
u37147,u37147
u38190,u13498
u38190,u13770
u38190,u33488
u38190,u51570
u38190,u63662
u38190,u71691
u38190,u107337
u38190,u109180
u38190,u112030
u38190,u131910
u38190,u144642
u38190,u153665
u38190,u165305
u38190,u167430
u38190,u167776
u38190,u171323
u38190,u174925
u38190,u176252
u38190,u194875
u38190,u207112
u38190,u220624
u38190,u223409
u38190,u233503
u38190,u234474
u38190,u309377
u38190,u502658
u38190,u504301
u38190,u517614
u38190,u527346
u38190,u536001
u38190,u537794
u38190,u542038
u38190,u545302
u38190,u553669
u38190,u579607
u38190,u580423
u38190,u582531
u38190,u634042
u38701,u51918
u38701,u97216
u38701,u529854
u40398,u215275
u40398,u217212
u40398,u638264
u41516,u95254
u41516,u528195
u41584,u41584
u43270,u26559
u46764,u52753
u46764,u519657
u46764,u522534
u46764,u587129
u46796,u116452
u49097,u51140
u49497,u3706
u49497,u6293
u49497,u8532
u49497,u9206
u49497,u21180
u49497,u21965
u49497,u24658
u49497,u26385
u49497,u30223
u49497,u30733
u49497,u31503
u49497,u35578
u49497,u37346
u49497,u51140
u49497,u55806
u49497,u56148
u49497,u58600
u49497,u60514
u49497,u72071
u49497,u77583
u49497,u85523
u49497,u87685
u49497,u95224
u49497,u101692
u49497,u105454
u49497,u115878
u49497,u116196
u49497,u118721
u49497,u124124
u49497,u130633
u49497,u131910
u49497,u132209
u49497,u135378
u49497,u137950
u49497,u139071
u49497,u144165
u49497,u155364
u49497,u155723
u49497,u161881
u49497,u165384
u49497,u169213
u49497,u170029
u49497,u172800
u49497,u174319
u49497,u177024
u49497,u178649
u49497,u180075
u49497,u181594
u49497,u182809
u49497,u183344
u49497,u184470
u49497,u191985
u49497,u194875
u49497,u196377
u49497,u202386
u49497,u208696
u49497,u215275
u49497,u218671
u49497,u221985
u49497,u224071
u49497,u224317
u49497,u226188
u49497,u227468
u49497,u232992
u49497,u233673
u49497,u234734
u49497,u236460
u49497,u237654
u49497,u238226
u49497,u245964
u49497,u499205
u49497,u500110
u49497,u500517
u49497,u501428
u49497,u503020
u4139,u193910
u6454,u137814
u6454,u242371
u6454,u519657
u6454,u545965
u8008,u8008
u8008,u43017
u8008,u157699
u8008,u214341
u8008,u239841
u8008,u519657
u9194,u86973
u9194,u150179
u9194,u175843
u9194,u224830
u9194,u226524
u9194,u519657
u9194,u526391
u9194,u558082
u9194,u582098
u9194,u651682
u10705,u26373
u10705,u550397
u14860,u83921
u14860,u204890
u14860,u205842
u14860,u206858
u14860,u607903
u16096,u37249
u16096,u70878
u17575,u4894
u17575,u37249
u17575,u182281
u17575,u502721
u17575,u519657
u17575,u541646
u21601,u37249
u21601,u215275
u22062,u179108
u22062,u205842
u22062,u551061
u22062,u557246
u22205,u153887
u22698,u552156
u24309,u24309
u24613,u174705
u26649,u137950
u31983,u31983
u31983,u49278
u31983,u94033
u31983,u143951
u31983,u500189
u31983,u510972
u33126,u514238
u33126,u586297
u37013,u116452
u37013,u517423
u43411,u59242
u43411,u196753
u43411,u518215
u43411,u548147
u45669,u519657
u47848,u13120
u47848,u47848
u47848,u87375
u47848,u107041
u47848,u544504
u54993,u37249
u54993,u54993
u54993,u153870
u54993,u156577
u54993,u159867
u54993,u227120
u54993,u499475
u54993,u527290
u55104,u55104
u56715,u37249
u57551,u49441
u58194,u37249
u58194,u49778
u58194,u522141
u58194,u529407
u58194,u536807
u58194,u587378
u63410,u167449
u63410,u216161
u63410,u499363
u63410,u585240
u64003,u64003
u64003,u73860
u64003,u149613
u1381,u4894
u1381,u30722
u1381,u37249
u1381,u47037
u1381,u128808
u1381,u505138
u1381,u518395
u1381,u519657
u1381,u554327
u1381,u571425
u1381,u600903
u2006,u2006
u4089,u4089
u6293,u6293
u6293,u70212
u6293,u219450
u6293,u541318
u6293,u566508
u6293,u577929
u7397,u16943
u7397,u42911
u7397,u103328
u7397,u206858
u7397,u240661
u7397,u499663
u7397,u501085
u7397,u505509
u7397,u518394
u7565,u21010
u7565,u37249
u7565,u40451
u7565,u87683
u7565,u105566
u7565,u151912
u7565,u193754
u7565,u196753
u7565,u204447
u7565,u227614
u7565,u230897
u7565,u233257
u7565,u502420
u7565,u506211
u7565,u519657
u7565,u519933
u7565,u520847
u7565,u528843
u7565,u556508
u7565,u575486
u7565,u585694
u7565,u601953
u7565,u638455
u7565,u638781
u7565,u672007
u8633,u31534
u8633,u55475
u8633,u84149
u8633,u213325
u8633,u503346
u8633,u530501
u8633,u545815
u10741,u13770
u10741,u20178
u10741,u21967
u10741,u26373
u10741,u27632
u10741,u29262
u10741,u31351
u10741,u31534
u10741,u37346
u10741,u38837
u10741,u49538
u10741,u55608
u10741,u55707
u10741,u55887
u10741,u56623
u10741,u74763
u10741,u77330
u10741,u91850
u10741,u102731
u10741,u137950
u10741,u150445
u10741,u157302
u10741,u163981
u10741,u168092
u10741,u175922
u10741,u182345
u10741,u192986
u10741,u198128
u10741,u200688
u10741,u212174
u10741,u220419
u10741,u221538
u10741,u230094
u10741,u235419
u10741,u236177
u10741,u236278
u10741,u308448
u10741,u500229
u10741,u501732
u10741,u505147
u10741,u518336
u10741,u518394
u10741,u526402
u10741,u531158
u10741,u535258
u10741,u541477
u10741,u541767
u10741,u544900
u10741,u553978
u10741,u558434
u10741,u558742
u10741,u565783
u10741,u565950
u10741,u568800
u10741,u578557
u10741,u583505
u10741,u636546
u10741,u665847
u13867,u13867
u13867,u31984
u13867,u155221
u13867,u516173
u13867,u541535
u15428,u151197
u15428,u239841
u15810,u533796
u17668,u17668
u18786,u50713
u18786,u92007
u18786,u184086
u18786,u207112
u20769,u501095
u20769,u521044
u20983,u248797
u20983,u299827
u35334,u24561
u35334,u43973
u35334,u66296
u35334,u93827
u35334,u102543
u35334,u151238
u35334,u177819
u35334,u207112
u35334,u224438
u35334,u225574
u35334,u245839
u35334,u499691
u35334,u532100
u35334,u552466
u35334,u571284
u35334,u576411
u37263,u69766
u37263,u141057
u37445,u37445
u37445,u163852
u37620,u159143
u39503,u130023
u39503,u500132
u39617,u499678
u42911,u7397
u42911,u175621
u42911,u206858
u42911,u638906
u45576,u14647
u45576,u37249
u45576,u98636
u5381,u5381
u5381,u221557
u5381,u518547
u5464,u606809
u5464,u670406
u5464,u678896
u9074,u128210
u11448,u519657
u16458,u87683
u18764,u29486
u18764,u34243
u18764,u44891
u18764,u51570
u18764,u94120
u18764,u144642
u18764,u167183
u18764,u174319
u18764,u176346
u18764,u191238
u18764,u194894
u18764,u204890
u18764,u207112
u18764,u209296
u18764,u276006
u18764,u499614
u18764,u500699
u18764,u505147
u18764,u525802
u18764,u536203
u18764,u541646
u18764,u551353
u18764,u557800
u18764,u572366
u18764,u637325
u18764,u687539
u21004,u21004
u21004,u87375
u21004,u131731
u21004,u188283
u21004,u300278
u21004,u634940
u22208,u22208
u25786,u20552
u25786,u31534
u25786,u32441
u25786,u115878
u25786,u186624
u25786,u233762
u25786,u519657
u27456,u144988
u29262,u4145
u29262,u13028
u29262,u17755
u29262,u19575
u29262,u23214
u29262,u25610
u29262,u30537
u29262,u37346
u29262,u39164
u29262,u39590
u29262,u41830
u29262,u52753
u29262,u64880
u29262,u72337
u29262,u102731
u29262,u114795
u29262,u122835
u29262,u140297
u29262,u151912
u29262,u152815
u29262,u158814
u29262,u170639
u29262,u175860
u29262,u183344
u29262,u189623
u29262,u190950
u29262,u201085
u29262,u204447
u29262,u207353
u29262,u217047
u29262,u219305
u29262,u229608
u29262,u233503
u29262,u233950
u29262,u247843
u29262,u499507
u29262,u508780
u29262,u519657
u29262,u519933
u29262,u522269
u29262,u539631
u29262,u545327
u29262,u547756
u29262,u549143
u29262,u553628
u29262,u557246
u29262,u558119
u29262,u563022
u29262,u568800
u29262,u573100
u29262,u575390
u29262,u578557
u3719,u3719
u3719,u37249
u3719,u42167
u3719,u93537
u3719,u178855
u3719,u239804
u3719,u246490
u3719,u601254
u4112,u46332
u4112,u177227
u4112,u500587
u4112,u629763
u4162,u20447
u4162,u225233
u4162,u516017
u4162,u519657
u4162,u547132
u4162,u547223
u7181,u505923
u10614,u69431
u11500,u499669
u11500,u553917
u11750,u11750
u11750,u37249
u13390,u31625
u13390,u43592
u13390,u73289
u18127,u18127
u18563,u519657
u18563,u605466
u19156,u168092
u20510,u527290
u21760,u30457
u21760,u80635
u21760,u225521
u21760,u230094
u21760,u504281
u21760,u506211
u21760,u515527
u21760,u516559
u21760,u527635
u21760,u541888
u21760,u548811
u21760,u552896
u21760,u575787
u21871,u149514
u21871,u213325
u23500,u23500
u23836,u15472
u23836,u29181
u23836,u45892
u23836,u55887
u23836,u144642
u23836,u172325
u23836,u178309
u23836,u233762
u23836,u499816
u23836,u530681
u23836,u538779
u23836,u560058
u23836,u570755
u23836,u587534
u23836,u629455
u24100,u24100
u24100,u75877
u24100,u634988
u25186,u73704
u25186,u120148
u27744,u499641
u27744,u669623
u29316,u46471
u29316,u170408
u30195,u10705
u30195,u13770
u30195,u26332
u30195,u37346
u30195,u58212
u30195,u61341
u30195,u79048
u30195,u86098
u30195,u91850
u30195,u94855
u30195,u98105
u30195,u102731
u30195,u149514
u30195,u163020
u30195,u164344
u30195,u176534
u30195,u190275
u30195,u220148
u30195,u223767
u30195,u228722
u30195,u238163
u30195,u499641
u30195,u538817
u30195,u629614
u31195,u55475
u32442,u10871
u32442,u53835
u32442,u74327
u32442,u84805
u32442,u152968
u32442,u200265
u32442,u499301
u32442,u527997
u32442,u552427
u32442,u571557
u34821,u38786
u35132,u149276
u36400,u37249
u38083,u38701
u38083,u515863
u39569,u137274
u39569,u551702
u43513,u515863
u43513,u519657
u44756,u44756
u46085,u57085
u46085,u123209
u46085,u132209
u46085,u143283
u46085,u218671
u46085,u236360
u46085,u243687
u46085,u601786
u48400,u48400
u51058,u51631
u51058,u515168
u51358,u212373
u53773,u1782
u53773,u39651
u53773,u53773
u53773,u55475
u53773,u96494
u53773,u169070
u53773,u183344
u53773,u185213
u53773,u193005
u53773,u196753
u53773,u207353
u53773,u218327
u53773,u514504
u53773,u519657
u53773,u530062
u53773,u607809
u58153,u58153
u58228,u8624
u58228,u49936
u58228,u58228
u58228,u62082
u58228,u63837
u58228,u69470
u58228,u246521
u58228,u248444
u58228,u541477
u60979,u60979
u60979,u131910
u60979,u233075
u60979,u519657
u60979,u572922
u62065,u37249
u62065,u188362
u63283,u48799
u63283,u207112
u63283,u551403
u63283,u601423
u65505,u41608
u65505,u137950
u65505,u502644
u65505,u581468
u65505,u633713
u65505,u640443
u65505,u669276
u69642,u227704
u70521,u70521
u5658,u193320
u7957,u1782
u7957,u248444
u7957,u561877
u20727,u20727
u20727,u37249
u20727,u98046
u22031,u48878
u22031,u172271
u23667,u23667
u23667,u116864
u23667,u153601
u23667,u207112
u23667,u239841
u23667,u548147
u23667,u554327
u24571,u233790
u28077,u105566
u28077,u142795
u29124,u158994
u29626,u29626
u29626,u37249
u31632,u31632
u32157,u499561
u32189,u208539
u32966,u11721
u32966,u570755
u33402,u33402
u33402,u55475
u38080,u37249
u38080,u55475
u38080,u57450
u38080,u102731
u38080,u126361
u38080,u196753
u38080,u503926
u38080,u506339
u38080,u508935
u38080,u520245
u38080,u532100
u40045,u500189
u41558,u568585
u44891,u36254
u44891,u48878
u44891,u94936
u44891,u97048
u44891,u99869
u44891,u119006
u44891,u120651
u44891,u144642
u44891,u162967
u44891,u174319
u44891,u176252
u44891,u191238
u44891,u194709
u44891,u207112
u44891,u229790
u44891,u235500
u44891,u242249
u44891,u244729
u44891,u245901
u44891,u499614
u44891,u503335
u7412,u47437
u7412,u55475
u7412,u71142
u7412,u239841
u7412,u588662
u7412,u679886
u7446,u499313
u14868,u14868
u15102,u15283
u15102,u601443
u20541,u237501
u24019,u6293
u29308,u29308
u29431,u29431
u31605,u37249
u31605,u105282
u31605,u500031
u34152,u34152
u36619,u36619
u39161,u39161
u39161,u499296
u39161,u519189
u39161,u607903
u39161,u671574
u39168,u39168
u39168,u131910
u39863,u39863
u40431,u20373
u40431,u23703
u40431,u31351
u40431,u91850
u40431,u121554
u40431,u123091
u40431,u559123
u40431,u634208
u40906,u40906
u41097,u41097
u41097,u65162
u41097,u519657
u41097,u527899
u41097,u666154
u44146,u24695
u44146,u74968
u44582,u577795
u44582,u683855
u44582,u691757
u44582,u691814
u44618,u44618
u44618,u160001
u44682,u44682
u51302,u51302
u51302,u115878
u51302,u196753
u51570,u18764
u51570,u26373
u51570,u34243
u51570,u36254
u51570,u38190
u51570,u42177
u51570,u65490
u51570,u94120
u51570,u117048
u51570,u119006
u51570,u144642
u51570,u191238
u51570,u192986
u51570,u207112
u51570,u505147
u51570,u518336
u51570,u527635
u51570,u529306
u51570,u536867
u51570,u551403
u51570,u556822
u51570,u557800
u52261,u16044
u52261,u20373
u52261,u23661
u52261,u89760
u52261,u550503
u52261,u579532
u52261,u653256
u54010,u52266
u54010,u54010
u54010,u196753
u54010,u635428
u56273,u519657
u56273,u542297
u56273,u548127
u56273,u635288
u56273,u667971
u56273,u676918
u63993,u176526
u63993,u182309
u63993,u214633
u63993,u521159
u64436,u248487
u66810,u31324
u66810,u166392
u67780,u185184
u70445,u26373
u70445,u31534
u70445,u37249
u70445,u49945
u70445,u144642
u70445,u176346
u70445,u528633
u71022,u71022
u71349,u20972
u71349,u59327
u71349,u69431
u71349,u87683
u71349,u96399
u71349,u105566
u71349,u106927
u71349,u117313
u71349,u130964
u71349,u142828
u71349,u144386
u71349,u150735
u71349,u150841
u71349,u206209
u71349,u216312
u71349,u220003
u71349,u227453
u71349,u232992
u71349,u500132
u71349,u500834
u71349,u501035
u71349,u536026
u71349,u539238
u71349,u548127
u71349,u556438
u71349,u589309
u71349,u601100
u71349,u636693
u71349,u675923
u71349,u676053
u71349,u678196
u76429,u199675
u76429,u545565
u76429,u585445
u76961,u10066
u76961,u46805
u76961,u135627
u76961,u176914
u76961,u192986
u76961,u601423
u76961,u673496
u77429,u26373
u77429,u30537
u77429,u49559
u77429,u59327
u77429,u66154
u77429,u77429
u77429,u77640
u77429,u79087
u77429,u81978
u77429,u119665
u77429,u124021
u77429,u175865
u77429,u191238
u77429,u203598
u77429,u204890
u77429,u205229
u77429,u205842
u77429,u500819
u77429,u502721
u77429,u504805
u77429,u509468
u77429,u519657
u77429,u520442
u77429,u525178
u77429,u525531
u77429,u531450
u77429,u536001
u77429,u541646
u77429,u543478
u77429,u545815
u77429,u556697
u77429,u558455
u77429,u606156
u77429,u638894
u77429,u652091
u77429,u665847
u77429,u688298
u78399,u49787
u78399,u51746
u78399,u182864
u78399,u193512
u78399,u196753
u79101,u175820
u243,u634783
u1372,u1372
u1372,u37249
u1372,u87685
u1372,u131910
u1372,u212428
u1372,u220003
u1372,u588838
u4555,u4555
u4555,u51918
u4555,u91850
u4555,u145463
u4555,u509135
u4555,u564450
u6109,u519657
u7270,u519657
u22121,u507286
u22121,u519657
u23575,u503880
u23575,u586124
u23757,u143813
u23818,u50299
u30052,u533089
u30177,u499999
u30445,u37249
u30527,u22470
u30527,u50406
u30527,u63226
u30527,u155364
u30527,u175621
u30527,u184106
u30527,u184943
u31345,u499729
u31345,u556204
u33528,u176534
u33528,u225962
u35332,u69613
u38033,u28392
u38033,u38033
u38033,u115878
u38033,u196753
u38033,u531858
u38919,u21179
u38919,u23635
u38919,u31534
u38919,u102005
u38919,u163020
u38919,u190567
u38919,u198586
u38919,u212733
u38919,u502111
u38919,u507304
u38919,u519657
u38919,u558542
u40019,u14667
u40019,u192986
u42177,u51570
u42177,u92426
u42177,u94120
u42177,u144642
u42177,u636590
u43445,u37249
u43445,u107338
u43445,u240312
u44799,u46793
u44799,u72337
u44799,u106441
u44799,u167646
u44799,u179467
u44799,u230772
u44799,u519012
u44799,u519657
u47364,u241
u47364,u47364
u47364,u96727
u50308,u105566
u50308,u136340
u50308,u222578
u50308,u304183
u50308,u520184
u50908,u32884
u50908,u635843
u50908,u636319
u56324,u114166
u56324,u519657
u56324,u550143
u56674,u37249
u56674,u519657
u57085,u46085
u63483,u49559
u63483,u103513
u63483,u106439
u63483,u122374
u63483,u542038
u63483,u558434
u63483,u652091
u71500,u170001
u71500,u689782
u73704,u3479
u73704,u45168
u73704,u53860
u73704,u77583
u73704,u128808
u73704,u130633
u73704,u160990
u73704,u182864
u73704,u499476
u73704,u527450
u73704,u537955
u73704,u542297
u75937,u203319
u82117,u78649
u82117,u82117
u82117,u239841
u85261,u575787
u85368,u573089
u86590,u36127
u86590,u86590
u86590,u177024
u86590,u500251
u86590,u567555
u86590,u571358
u86590,u608762
u86590,u680027
u88605,u550448
u90034,u90034
u92488,u162938
u96732,u96732
u96732,u104460
u105063,u238226
u105063,u555871
u105063,u562147
u105063,u577993
u105063,u586750
u106478,u106478
u360,u243450
u2191,u26373
u2191,u238226
u2191,u503395
u2298,u165002
u2968,u63916
u2968,u219782
u2968,u239017
u2968,u246651
u2968,u503335
u2968,u508080
u2968,u519657
u2968,u527635
u4204,u223479
u5031,u541767
u7346,u7346
u7346,u64207
u7346,u505849
u7716,u7716
u9852,u70784
u10588,u10588
u10588,u49559
u13455,u13455
u27193,u44364
u31478,u23572
u31478,u68961
u31478,u122374
u31478,u508248
u31478,u540897
u31478,u679936
u31880,u178131
u31880,u183393
u34156,u37249
u34156,u72337
u34156,u519657
u34320,u105566
u34320,u671192
u35924,u131910
u35924,u239841
u37523,u37523
u38164,u38164
u38332,u109133
u39963,u39963
u39963,u165717
u39963,u521254
u39963,u572495
u39963,u652108
u41476,u15472
u41476,u26373
u41476,u28392
u41476,u115878
u41476,u230058
u41476,u499389
u41476,u516173
u41476,u527997
u41476,u572922
u41476,u606156
u41476,u634649
u41476,u635288
u41608,u13770
u41608,u65505
u41608,u161365
u41608,u176804
u41608,u510417
u41608,u550971
u41608,u569176
u41608,u570934
u41608,u633099
u41608,u634042
u42010,u691362
u42174,u531158
u44114,u37249
u44114,u587195
u51202,u517156
u54444,u512044
u55637,u54695
u55637,u200705
u56682,u56682
u57450,u14647
u57450,u81864
u57450,u82271
u57450,u499443
u57450,u516645
u57450,u519657
u57450,u546864
u57450,u575216
u61321,u105718
u61321,u182903
u61321,u204447
u61321,u205842
u61321,u573052
u61321,u603668
u61321,u683488
u63527,u519657
u63870,u87375
u67235,u302559
u67235,u655569
u73964,u63906
u73964,u80421
u73964,u158040
u73964,u212394
u73964,u214371
u73964,u220992
u73964,u229368
u73964,u239535
u76602,u37249
u79812,u6483
u79812,u132209
u79812,u244690
u79812,u519657
u79812,u527635
u86323,u551403
u87493,u29363
u87493,u193328
u87493,u238736
u2069,u2069
u2069,u37249
u2069,u86172
u2069,u115078
u2069,u137950
u2069,u164877
u2373,u652784
u3758,u130254
u6334,u189656
u6334,u243821
u6334,u519657
u6334,u557854
u6334,u633643
u6334,u651818
u6366,u59413
u7434,u7434
u7434,u155072
u7434,u196753
u7434,u244585
u7434,u634042
u13186,u13186
u17611,u17611
u20974,u530948
u21659,u175387
u23546,u572922
u23563,u168714
u23697,u23697
u23697,u60845
u23697,u499944
u23697,u676845
u27741,u217277
u30013,u136338
u31887,u519657
u33523,u1782
u33523,u13770
u33523,u17575
u33523,u29118
u33523,u29311
u33523,u30537
u33523,u37249
u33523,u41097
u33523,u46764
u33523,u47384
u33523,u47725
u33523,u50002
u33523,u50299
u33523,u55011
u33523,u59327
u33523,u61398
u33523,u71716
u33523,u71813
u33523,u72337
u33523,u74206
u33523,u76577
u33523,u78109
u33523,u81978
u33523,u99361
u33523,u113859
u33523,u115782
u33523,u131731
u33523,u144333
u33523,u149514
u33523,u165429
u33523,u177227
u33523,u182345
u33523,u185084
u33523,u185487
u33523,u193363
u33523,u194894
u33523,u195974
u33523,u203083
u33523,u205096
u33523,u205367
u33523,u208655
u33523,u212771
u33523,u213677
u33523,u219450
u33523,u233527
u33523,u238163
u33523,u241238
u33523,u241863
u33523,u337826
u33523,u499595
u33523,u500195
u33523,u500517
u33523,u500699
u33523,u501428
u33523,u501670
u33523,u503346
u33523,u508355
u33523,u508443
u33523,u509237
u33523,u509501
u33523,u510864
u33523,u512096
u33523,u519933
u33523,u520184
u33523,u526488
u33523,u531450
u33523,u538779
u33523,u540391
u33523,u542798
u33523,u545670
u33523,u554468
u33523,u558640
u33523,u565323
u33523,u567956
u33523,u568800
u33523,u572685
u33523,u572706
u33523,u573144
u33523,u574514
u33523,u578323
u33523,u579958
u33523,u583505
u33523,u587250
u33523,u588294
u33523,u589021
u33523,u602312
u33523,u632375
u33523,u632931
u33523,u633296
u33523,u638700
u33523,u666140
u33523,u678196
u33523,u681766
u35427,u114304
u35427,u238730
u35427,u527635
u35427,u529105
u35427,u538461
u35427,u572366
u35427,u629796
u36397,u36397
u37401,u6615
u37401,u26373
u37401,u37016
u37401,u77583
u37401,u156573
u37401,u175621
u37401,u198314
u37401,u235419
u37401,u524708
u37967,u37249
u37967,u561620
u38837,u1782
u38837,u10705
u38837,u21645
u38837,u29362
u38837,u38837
u38837,u47944
u38837,u53835
u38837,u55197
u38837,u55608
u38837,u59327
u38837,u74021
u38837,u77429
u38837,u96494
u38837,u98423
u38837,u107716
u38837,u109180
u38837,u112030
u38837,u115879
u38837,u116071
u38837,u122084
u38837,u133971
u38837,u135214
u38837,u145551
u38837,u150839
u38837,u152968
u38837,u161881
u38837,u167477
u38837,u182291
u38837,u202556
u38837,u212394
u38837,u213325
u38837,u231623
u38837,u238629
u38837,u240312
u38837,u242686
u38837,u504805
u38837,u511560
u38837,u522366
u38837,u530087
u38837,u534149
u38837,u534297
u38837,u547735
u6488,u167449
u8181,u191581
u9646,u149514
u9646,u236663
u9646,u510498
u9646,u523951
u9646,u561839
u9646,u586068
u10582,u72614
u10582,u152747
u10582,u170015
u14869,u37249
u14869,u512129
u14869,u519657
u15362,u15081
u15362,u15362
u15362,u32651
u15362,u74258
u15362,u86425
u15362,u99457
u15362,u157699
u15362,u204840
u15362,u205063
u15362,u500132
u15362,u537471
u20810,u4894
u29105,u1493
u29105,u53860
u29105,u75487
u29105,u102731
u29105,u117313
u29105,u150745
u29105,u157699
u29105,u163057
u29105,u170220
u29105,u207297
u29105,u233503
u29105,u247532
u29105,u501035
u29105,u504805
u29105,u513008
u29105,u573492
u30652,u30652
u30652,u156314
u30652,u572366
u31581,u49945
u34546,u172800
u34546,u247172
u34546,u502496
u34546,u524311
u34546,u529407
u34546,u531657
u34546,u557334
u34546,u632934
u34546,u633157
u35182,u18799
u35950,u35950
u35975,u31324
u35975,u35975
u35975,u52008
u35975,u87685
u35975,u159918
u35975,u499292
u35975,u511548
u38415,u22121
u38576,u72867
u41066,u2968
